filename,label,source,predicted_label,predicted_prob,right_prediction
C_batch/batch_1294.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_605.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_278.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_893.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999945163726807,True
C_batch/batch_1326.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999998807907104,True
C_batch/batch_533.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999984502792358,True
C_batch/batch_651.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_861.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1088.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999997615814209,True
C_batch/batch_1144.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_913.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_350.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999998807907104,True
C_batch/batch_57.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.999982476234436,True
C_batch/batch_1000.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_532.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.999951958656311,True
C_batch/batch_1320.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_927.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999730587005615,True
C_batch/batch_1336.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1007.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1137.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999991655349731,True
C_batch/batch_420.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_652.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1404.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1188.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.999967098236084,True
C_batch/batch_527.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.999998927116394,True
C_batch/batch_643.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1193.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999872446060181,True
C_batch/batch_1409.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_286.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1363.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999996423721313,True
C_batch/batch_265.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1209.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_912.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_483.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1387.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1119.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_888.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_852.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999995231628418,True
C_batch/batch_1135.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_212.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_763.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999991655349731,True
C_batch/batch_918.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999998807907104,True
C_batch/batch_702.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999991655349731,True
C_batch/batch_1036.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9988687634468079,True
C_batch/batch_1018.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999959468841553,True
C_batch/batch_531.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999990463256836,True
C_batch/batch_1111.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_773.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_952.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999966621398926,True
C_batch/batch_760.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9997665286064148,True
C_batch/batch_1345.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_928.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999595880508423,True
C_batch/batch_1076.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.999995231628418,True
C_batch/batch_808.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_609.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999951124191284,True
C_batch/batch_937.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_172.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999997615814209,True
C_batch/batch_890.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999995231628418,True
C_batch/batch_748.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_560.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_802.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999990463256836,True
C_batch/batch_674.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999998807907104,True
C_batch/batch_473.mat,C,../Data/fine_grained/Classroom/80MHz/3mo/m2/Slots/Test/test_set.csv,C,0.9999450445175171,True
