filename,label,source,predicted_label,predicted_prob,right_prediction
C_batch/batch_1294.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999990463256836,True
C_batch/batch_605.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999382495880127,True
C_batch/batch_278.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999921321868896,True
C_batch/batch_893.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999642372131348,True
C_batch/batch_1326.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.998607337474823,True
C_batch/batch_533.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9990829229354858,True
C_batch/batch_651.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999964237213135,True
C_batch/batch_861.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999997615814209,True
C_batch/batch_1088.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999591112136841,True
C_batch/batch_1144.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999971389770508,True
C_batch/batch_913.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,F,0.9131925702095032,False
C_batch/batch_1479.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,T,0.7065793871879578,False
C_batch/batch_350.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9992889165878296,True
C_batch/batch_57.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9969559907913208,True
C_batch/batch_1000.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999943971633911,True
C_batch/batch_532.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.999880313873291,True
C_batch/batch_1320.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999998807907104,True
C_batch/batch_927.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9997318387031555,True
C_batch/batch_1336.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1563.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9999098777770996,True
C_batch/batch_1007.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,F,0.4593198597431183,False
C_batch/batch_1137.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,1.0,True
C_batch/batch_1530.mat,C,../Data/fine_grained/Office/80MHz/3mo/m1/Slots/Test/test_set.csv,C,0.9539322257041931,True
